Time (ps),RMSD (nm)
2770.0,0.14124416
2780.0,0.13225783
2790.0,0.1430602
2800.0,0.13077757
2810.0,0.14299297
2820.0,0.1352872
2830.0,0.15201744
2840.0,0.14480117
2850.0,0.13568997
2860.0,0.14606185
2870.0,0.14983845
2880.0,0.13523452
2890.0,0.12091511
2900.0,0.10096211
2910.0,0.14528024
2920.0,0.14056319
2930.0,0.14371118
2940.0,0.15296899
2950.0,0.11898443
2960.0,0.13004272
2970.0,0.13699362
2980.0,0.14141333
2990.0,0.13813432
3000.0,0.14165281
3010.0,0.1350424
3020.0,0.15245344
3030.0,0.151688
3040.0,0.120484054
3050.0,0.14303641
3060.0,0.103057295
3070.0,0.14039932
3080.0,0.12778372
3090.0,0.14171377
3100.0,0.14028522
3110.0,0.135547
3120.0,0.14153813
3130.0,0.13800758
3140.0,0.13177796
3150.0,0.15614018
3160.0,0.13624837
3170.0,0.14503323
3180.0,0.12736489
3190.0,0.1276515
3200.0,0.13977832
3210.0,0.15058611
3220.0,0.14175984
3230.0,0.13759081
3240.0,0.14648446
3250.0,0.14375642
3260.0,0.1460341
3270.0,0.1503391
3280.0,0.13793722
3290.0,0.14126976
3300.0,0.1341525
3310.0,0.12527668
3320.0,0.13703373
3330.0,0.14147897
3340.0,0.13867712
3350.0,0.13291827
3360.0,0.14100567
3370.0,0.15071447
3380.0,0.13626848
3390.0,0.12653594
3400.0,0.13380925
3410.0,0.12544711
3420.0,0.14314045
3430.0,0.12435801
3440.0,0.1411069
3450.0,0.14451328
3460.0,0.14462763
3470.0,0.13895021
3480.0,0.14429756
3490.0,0.14077514
3500.0,0.13881622
3510.0,0.13528407
3520.0,0.13282746
3530.0,0.12341598
3540.0,0.1464748
3550.0,0.141515
3560.0,0.14120702
3570.0,0.13482723
3580.0,0.14171834
3590.0,0.15004075
3600.0,0.13220966
3610.0,0.13577293
3620.0,0.14405575
3630.0,0.1282548
3640.0,0.14940219
3650.0,0.13193828
3660.0,0.14013124
3670.0,0.14443132
3680.0,0.14239472
3690.0,0.14010468
3700.0,0.13748613
3710.0,0.1386372
3720.0,0.14197122
3730.0,0.14889607
3740.0,0.14338268
3750.0,0.13267021
3760.0,0.12883553
3770.0,0.14836815
3780.0,0.13233232
3790.0,0.13817842
3800.0,0.13646643
3810.0,0.13753805
3820.0,0.13997887
3830.0,0.14231135
3840.0,0.13675682
3850.0,0.13544083
3860.0,0.11158506
3870.0,0.14342675
3880.0,0.1421151
3890.0,0.14588237
3900.0,0.13413364
3910.0,0.14298648
3920.0,0.14373302
3930.0,0.14070965
3940.0,0.1364541
3950.0,0.14424568
3960.0,0.13729301
3970.0,0.1505833
3980.0,0.16274406
3990.0,0.13306269
4000.0,0.1417218
4010.0,0.14414372
4020.0,0.14087072
4030.0,0.14261891
4040.0,0.14767788
4050.0,0.13834722
4060.0,0.14539917
4070.0,0.14142588
4080.0,0.13262667
4090.0,0.123055056
4100.0,0.13594714
4110.0,0.14328872
4120.0,0.13682838
4130.0,0.1326718
4140.0,0.14289975
4150.0,0.1446464
4160.0,0.13593574
4170.0,0.11358205
4180.0,0.14389686
4190.0,0.14052051
4200.0,0.14629899
4210.0,0.13181585
4220.0,0.1493982
4230.0,0.13162468
4240.0,0.14224069
4250.0,0.15363704
4260.0,0.14384098
4270.0,0.13794836
4280.0,0.14862192
4290.0,0.13044798
4300.0,0.13689786
4310.0,0.13755047
4320.0,0.1400504
4330.0,0.1341914
4340.0,0.1416357
4350.0,0.13917091
4360.0,0.13957207
4370.0,0.13696693
4380.0,0.11876693
4390.0,0.09116153
4400.0,0.12712297
4410.0,0.1196103
4420.0,0.14545336
4430.0,0.1424588
4440.0,0.13290921
4450.0,0.13839585
4460.0,0.12714495
4470.0,0.13499022
4480.0,0.13205037
4490.0,0.14816938
4500.0,0.13763316
4510.0,0.13952366
4520.0,0.14126995
4530.0,0.13441655
4540.0,0.13268279
4550.0,0.1539427
4560.0,0.14156601
4570.0,0.14143366
4580.0,0.1422527
4590.0,0.15293434
4600.0,0.14428864
4610.0,0.16155036
4620.0,0.14068545
4630.0,0.13468274
4640.0,0.15606984
4650.0,0.14697157
4660.0,0.13974515
4670.0,0.14168264
4680.0,0.12650286
4690.0,0.13724525
4700.0,0.14209422
4710.0,0.1567529
4720.0,0.14244187
4730.0,0.14288993
4740.0,0.13639605
4750.0,0.14136648
4760.0,0.14332725
4770.0,0.14790955
4780.0,0.14427459
4790.0,0.1506685
4800.0,0.1284258
4810.0,0.13451496
4820.0,0.15373607
4830.0,0.13326083
4840.0,0.14035574
4850.0,0.14416227
4860.0,0.1453825
4870.0,0.13605466
4880.0,0.13436659
4890.0,0.14314267
4900.0,0.14446397
4910.0,0.13554318
4920.0,0.13796785
4930.0,0.13179886
4940.0,0.14228696
4950.0,0.1384056
4960.0,0.1369413
4970.0,0.14646864
4980.0,0.14617707
4990.0,0.14064647
5000.0,0.14778431
5010.0,0.14322603
5020.0,0.15206867
5030.0,0.13598563
5040.0,0.1458386
5050.0,0.13246109
5060.0,0.13571183
5070.0,0.14584495
5080.0,0.14521065
5090.0,0.13729562
5100.0,0.14409068
5110.0,0.14879863
5120.0,0.13410313
5130.0,0.1574992
5140.0,0.12815768
5150.0,0.13997793
5160.0,0.13815176
5170.0,0.13556878
5180.0,0.14078814
5190.0,0.14748636
5200.0,0.13647895
5210.0,0.1284387
5220.0,0.12473183
5230.0,0.13189068
5240.0,0.13318259
5250.0,0.13880229
5260.0,0.13360876
5270.0,0.13414273
5280.0,0.122139305
5290.0,0.15507609
5300.0,0.1440838
5310.0,0.14403607
5320.0,0.13822328
5330.0,0.13240117
5340.0,0.13430594
5350.0,0.1412043
5360.0,0.13064796
5370.0,0.1556164
5380.0,0.12934119
5390.0,0.13340418
5400.0,0.14133237
5410.0,0.14387718
5420.0,0.13455543
5430.0,0.124470755
5440.0,0.12846695
5450.0,0.1365363
5460.0,0.13925901
5470.0,0.14117813
5480.0,0.13765481
5490.0,0.14705798
5500.0,0.14196403
5510.0,0.12577263
5520.0,0.13137437
5530.0,0.124032624
5540.0,0.13491268
5550.0,0.13166845
5560.0,0.15309899
5570.0,0.13577761
5580.0,0.13200161
5590.0,0.13823189
5600.0,0.10876196
5610.0,0.14562173
5620.0,0.13357188
5630.0,0.12414982
5640.0,0.13519102
5650.0,0.15165368
5660.0,0.13042015
5670.0,0.14833207
5680.0,0.13891074
5690.0,0.13532186
5700.0,0.13515595
5710.0,0.14237444
5720.0,0.11029081
5730.0,0.14862967
5740.0,0.12955873
5750.0,0.09276487
5760.0,0.14528206
5770.0,0.1403381
5780.0,0.12654608
5790.0,0.13474214
5800.0,0.14988175
5810.0,0.14341973
5820.0,0.14398171
5830.0,0.127895
5840.0,0.13756606
5850.0,0.13476257
5860.0,0.13846062
5870.0,0.13510506
5880.0,0.13418894
5890.0,0.14538369
5900.0,0.15043157
5910.0,0.09347919
5920.0,0.13828564
5930.0,0.11814803
5940.0,0.13084398
5950.0,0.14323601
5960.0,0.1380711
5970.0,0.12964661
5980.0,0.1380192
5990.0,0.14756374
