Ligand,RMSD (nm)
AMBER_ejm_31,0.09188709
AMBER_ejm_31,0.08848792
AMBER_ejm_31,0.115843244
AMBER_ejm_31,0.08221723
AMBER_ejm_31,0.10585235
AMBER_ejm_31,0.12660028
AMBER_ejm_31,0.1303776
AMBER_ejm_31,0.124298155
AMBER_ejm_31,0.12623452
AMBER_ejm_31,0.12196468
AMBER_ejm_31,0.13098924
AMBER_ejm_31,0.12824263
AMBER_ejm_31,0.126076
AMBER_ejm_31,0.14571851
AMBER_ejm_31,0.11328993
AMBER_ejm_31,0.11876933
AMBER_ejm_31,0.13915062
AMBER_ejm_31,0.11408083
AMBER_ejm_31,0.12991929
AMBER_ejm_31,0.13774195
AMBER_ejm_31,0.11709158
AMBER_ejm_31,0.12122621
AMBER_ejm_31,0.11930211
AMBER_ejm_31,0.112222396
AMBER_ejm_31,0.12573704
AMBER_ejm_31,0.1410855
AMBER_ejm_31,0.12950999
AMBER_ejm_31,0.1160291
AMBER_ejm_31,0.1346435
AMBER_ejm_31,0.118034735
AMBER_ejm_31,0.13362658
AMBER_ejm_31,0.13370895
AMBER_ejm_31,0.12784067
AMBER_ejm_31,0.1327052
AMBER_ejm_31,0.12129306
AMBER_ejm_31,0.13402408
AMBER_ejm_31,0.11326691
AMBER_ejm_31,0.13917407
AMBER_ejm_31,0.12191494
AMBER_ejm_31,0.116937496
AMBER_ejm_31,0.12739825
AMBER_ejm_31,0.15097132
AMBER_ejm_31,0.12152037
AMBER_ejm_31,0.11451692
AMBER_ejm_31,0.13655746
AMBER_ejm_31,0.10552567
AMBER_ejm_31,0.13000666
AMBER_ejm_31,0.13170826
AMBER_ejm_31,0.11102079
AMBER_ejm_31,0.14605865
AMBER_ejm_31,0.1357671
AMBER_ejm_31,0.111963436
AMBER_ejm_31,0.13301744
AMBER_ejm_31,0.118297406
AMBER_ejm_31,0.13051514
AMBER_ejm_31,0.12940754
AMBER_ejm_31,0.13845141
AMBER_ejm_31,0.11117892
AMBER_ejm_31,0.14823176
AMBER_ejm_31,0.113178864
AMBER_ejm_31,0.12380313
AMBER_ejm_31,0.12990059
AMBER_ejm_31,0.13672638
AMBER_ejm_31,0.108994916
AMBER_ejm_31,0.104694776
AMBER_ejm_31,0.12686166
AMBER_ejm_31,0.115532055
AMBER_ejm_31,0.12357882
AMBER_ejm_31,0.117195256
AMBER_ejm_31,0.13359948
AMBER_ejm_31,0.12666276
AMBER_ejm_31,0.12286921
AMBER_ejm_31,0.135556
AMBER_ejm_31,0.11996115
AMBER_ejm_31,0.13921957
AMBER_ejm_31,0.11637136
AMBER_ejm_31,0.10619065
AMBER_ejm_31,0.11208089
AMBER_ejm_31,0.108777456
AMBER_ejm_31,0.105840385
AMBER_ejm_31,0.12609941
AMBER_ejm_31,0.112919725
AMBER_ejm_31,0.13735443
AMBER_ejm_31,0.13964961
AMBER_ejm_31,0.11857294
AMBER_ejm_31,0.0888744
AMBER_ejm_31,0.09090887
AMBER_ejm_31,0.10998772
AMBER_ejm_31,0.1121953
AMBER_ejm_31,0.13100289
AMBER_ejm_31,0.12669334
AMBER_ejm_31,0.12760593
AMBER_ejm_31,0.12666523
AMBER_ejm_31,0.121225595
AMBER_ejm_31,0.1240262
AMBER_ejm_31,0.12937541
AMBER_ejm_31,0.10438889
AMBER_ejm_31,0.10417083
AMBER_ejm_31,0.08197692
AMBER_ejm_31,0.1035149
AMBER_ejm_31,0.085099734
AMBER_ejm_31,0.099146344
AMBER_ejm_31,0.095219694
AMBER_ejm_31,0.087242104
AMBER_ejm_31,0.09925795
AMBER_ejm_31,0.08600458
AMBER_ejm_31,0.08642906
AMBER_ejm_31,0.093313634
AMBER_ejm_31,0.08930459
AMBER_ejm_31,0.069255084
AMBER_ejm_31,0.085626386
AMBER_ejm_31,0.07925494
AMBER_ejm_31,0.09268345
AMBER_ejm_31,0.10670747
AMBER_ejm_31,0.0822801
AMBER_ejm_31,0.08558478
AMBER_ejm_31,0.0955278
AMBER_ejm_31,0.06249571
AMBER_ejm_31,0.086959995
AMBER_ejm_31,0.1008973
AMBER_ejm_31,0.06944889
AMBER_ejm_31,0.09701664
AMBER_ejm_31,0.07975761
AMBER_ejm_31,0.092121445
AMBER_ejm_31,0.08560446
AMBER_ejm_31,0.061287563
AMBER_ejm_31,0.09111664
AMBER_ejm_31,0.0998074
AMBER_ejm_31,0.10786292
AMBER_ejm_31,0.11427424
AMBER_ejm_31,0.112128474
AMBER_ejm_31,0.12126541
AMBER_ejm_31,0.123805776
AMBER_ejm_31,0.109520815
AMBER_ejm_31,0.117412224
AMBER_ejm_31,0.09647973
AMBER_ejm_31,0.121758394
AMBER_ejm_31,0.116718754
AMBER_ejm_31,0.106743634
AMBER_ejm_31,0.11655932
AMBER_ejm_31,0.105204925
AMBER_ejm_31,0.107315704
AMBER_ejm_31,0.09023696
AMBER_ejm_31,0.088665076
AMBER_ejm_31,0.09227466
AMBER_ejm_31,0.1202952
AMBER_ejm_31,0.11812269
AMBER_ejm_31,0.095335744
AMBER_ejm_31,0.110556215
AMBER_ejm_31,0.09347446
AMBER_ejm_31,0.09050853
AMBER_ejm_31,0.11589636
AMBER_ejm_31,0.11259224
AMBER_ejm_31,0.07907537
AMBER_ejm_31,0.10424604
AMBER_ejm_31,0.076873675
AMBER_ejm_31,0.0783195
AMBER_ejm_31,0.09270788
AMBER_ejm_31,0.06844608
AMBER_ejm_31,0.10030021
AMBER_ejm_31,0.08810095
AMBER_ejm_31,0.10007026
AMBER_ejm_31,0.09597988
AMBER_ejm_31,0.08030761
AMBER_ejm_31,0.075767025
AMBER_ejm_31,0.060574926
AMBER_ejm_31,0.09527586
AMBER_ejm_31,0.08876048
AMBER_ejm_31,0.09065675
AMBER_ejm_31,0.10410916
AMBER_ejm_31,0.08228952
AMBER_ejm_31,0.092575185
AMBER_ejm_31,0.107259735
AMBER_ejm_31,0.07800341
AMBER_ejm_31,0.07849624
AMBER_ejm_31,0.086262174
AMBER_ejm_31,0.09658238
AMBER_ejm_31,0.083453074
AMBER_ejm_31,0.09988082
AMBER_ejm_31,0.06387066
AMBER_ejm_31,0.06781047
AMBER_ejm_31,0.08833961
AMBER_ejm_31,0.09058555
AMBER_ejm_31,0.077793755
AMBER_ejm_31,0.103999324
AMBER_ejm_31,0.08753471
AMBER_ejm_31,0.08844767
AMBER_ejm_31,0.073491804
AMBER_ejm_31,0.05865475
AMBER_ejm_31,0.09724078
AMBER_ejm_31,0.0803128
AMBER_ejm_31,0.07959078
AMBER_ejm_31,0.08687136
AMBER_ejm_31,0.09205882
AMBER_ejm_31,0.10208232
AMBER_ejm_31,0.09000929
AMBER_ejm_31,0.10532412
AMBER_ejm_31,0.08077071
AMBER_ejm_31,0.089350134
AMBER_ejm_31,0.10424476
AMBER_ejm_31,0.10453824
AMBER_ejm_31,0.09063258
AMBER_ejm_31,0.07003539
AMBER_ejm_31,0.09218176
AMBER_ejm_31,0.10011448
AMBER_ejm_31,0.09059114
AMBER_ejm_31,0.100451484
AMBER_ejm_31,0.08276475
AMBER_ejm_31,0.106782295
AMBER_ejm_31,0.087746225
AMBER_ejm_31,0.10423104
AMBER_ejm_31,0.08745058
AMBER_ejm_31,0.08306596
AMBER_ejm_31,0.080606535
AMBER_ejm_31,0.0948839
AMBER_ejm_31,0.10092196
AMBER_ejm_31,0.098151214
AMBER_ejm_31,0.09558518
AMBER_ejm_31,0.08440648
AMBER_ejm_31,0.09313989
AMBER_ejm_31,0.1127101
AMBER_ejm_31,0.093468405
AMBER_ejm_31,0.087797835
AMBER_ejm_31,0.068590045
AMBER_ejm_31,0.09386834
AMBER_ejm_31,0.07417135
AMBER_ejm_31,0.087271824
AMBER_ejm_31,0.07992241
AMBER_ejm_31,0.07988325
AMBER_ejm_31,0.09654782
AMBER_ejm_31,0.08670276
AMBER_ejm_31,0.081481725
AMBER_ejm_31,0.07787722
AMBER_ejm_31,0.086081296
AMBER_ejm_31,0.080681734
AMBER_ejm_31,0.062152132
AMBER_ejm_31,0.08884052
AMBER_ejm_31,0.09183258
AMBER_ejm_31,0.09135966
AMBER_ejm_31,0.090345226
AMBER_ejm_31,0.09342248
AMBER_ejm_31,0.09483598
AMBER_ejm_31,0.07401529
AMBER_ejm_31,0.098195836
AMBER_ejm_31,0.082407676
AMBER_ejm_31,0.09160008
AMBER_ejm_31,0.06634968
AMBER_ejm_31,0.09122875
AMBER_ejm_31,0.08669846
AMBER_ejm_31,0.068340406
AMBER_ejm_31,0.07438741
AMBER_ejm_31,0.089348465
AMBER_ejm_31,0.061141264
AMBER_ejm_31,0.10499764
AMBER_ejm_31,0.08819612
AMBER_ejm_31,0.09205478
AMBER_ejm_31,0.08328846
AMBER_ejm_31,0.09319155
AMBER_ejm_31,0.09589398
AMBER_ejm_31,0.09434701
AMBER_ejm_31,0.09200377
AMBER_ejm_31,0.09593034
AMBER_ejm_31,0.09658732
AMBER_ejm_31,0.06650491
AMBER_ejm_31,0.08950177
AMBER_ejm_31,0.07700267
AMBER_ejm_31,0.07211742
AMBER_ejm_31,0.081997275
AMBER_ejm_31,0.08877492
AMBER_ejm_31,0.0791042
AMBER_ejm_31,0.09780857
AMBER_ejm_31,0.10199557
AMBER_ejm_31,0.07262086
AMBER_ejm_31,0.086277895
AMBER_ejm_31,0.08191182
AMBER_ejm_31,0.0732253
AMBER_ejm_31,0.09341211
AMBER_ejm_31,0.07570584
AMBER_ejm_31,0.083326556
AMBER_ejm_31,0.08429147
AMBER_ejm_31,0.09429266
AMBER_ejm_31,0.0960629
AMBER_ejm_31,0.07691437
AMBER_ejm_31,0.0795063
AMBER_ejm_31,0.089359306
AMBER_ejm_31,0.086649805
AMBER_ejm_31,0.10651948
AMBER_ejm_31,0.07196622
AMBER_ejm_31,0.10164712
AMBER_ejm_31,0.07780065
AMBER_ejm_31,0.09799197
AMBER_ejm_31,0.08548967
AMBER_ejm_31,0.08055216
AMBER_ejm_31,0.08403138
AMBER_ejm_31,0.053602073
AMBER_ejm_31,0.08601705
AMBER_ejm_31,0.113277696
AMBER_ejm_31,0.08458812
AMBER_ejm_31,0.08768575
AMBER_ejm_31,0.08512844
AMBER_ejm_31,0.0947393
AMBER_ejm_31,0.09729593
AMBER_ejm_31,0.09109603
AMBER_ejm_31,0.111148894
AMBER_ejm_31,0.08335946
AMBER_ejm_31,0.07725537
AMBER_ejm_31,0.07879693
AMBER_ejm_31,0.07791166
AMBER_ejm_31,0.07524543
AMBER_ejm_31,0.07360405
AMBER_ejm_31,0.07295047
AMBER_ejm_31,0.06295728
AMBER_ejm_31,0.10481412
AMBER_ejm_31,0.08647508
AMBER_ejm_31,0.08944964
AMBER_ejm_31,0.098317616
AMBER_ejm_31,0.09906185
AMBER_ejm_31,0.08565875
AMBER_ejm_31,0.08178037
AMBER_ejm_31,0.09732105
AMBER_ejm_31,0.0918574
AMBER_ejm_31,0.07665763
AMBER_ejm_31,0.097183764
AMBER_ejm_31,0.06897264
AMBER_ejm_31,0.07211887
AMBER_ejm_31,0.09414336
AMBER_ejm_31,0.07312633
AMBER_ejm_31,0.06817078
AMBER_ejm_31,0.08765057
AMBER_ejm_31,0.07941103
AMBER_ejm_31,0.08012556
AMBER_ejm_31,0.09047214
AMBER_ejm_31,0.09223202
AMBER_ejm_31,0.08685764
AMBER_ejm_31,0.08889049
AMBER_ejm_31,0.069616474
AMBER_ejm_31,0.09930418
AMBER_ejm_31,0.07033856
AMBER_ejm_31,0.09049799
AMBER_ejm_31,0.0864718
AMBER_ejm_31,0.083989695
AMBER_ejm_31,0.07543372
AMBER_ejm_31,0.08706344
AMBER_ejm_31,0.0877447
AMBER_ejm_31,0.09121308
AMBER_ejm_31,0.07244418
AMBER_ejm_31,0.0954187
AMBER_ejm_31,0.087444104
AMBER_ejm_31,0.062367536
AMBER_ejm_31,0.08363625
AMBER_ejm_31,0.08041608
AMBER_ejm_31,0.08803496
AMBER_ejm_31,0.098235585
AMBER_ejm_31,0.07639125
AMBER_ejm_31,0.09082179
AMBER_ejm_31,0.08740371
AMBER_ejm_31,0.09645919
AMBER_ejm_31,0.07584703
AMBER_ejm_31,0.08589692
AMBER_ejm_31,0.07706167
AMBER_ejm_31,0.08309322
AMBER_ejm_31,0.094897404
AMBER_ejm_31,0.06475022
AMBER_ejm_31,0.09187184
AMBER_ejm_31,0.09068304
AMBER_ejm_31,0.09716306
AMBER_ejm_31,0.08745433
AMBER_ejm_31,0.07739739
AMBER_ejm_31,0.106403165
AMBER_ejm_31,0.108570956
AMBER_ejm_31,0.078919
AMBER_ejm_31,0.081858866
AMBER_ejm_31,0.106723666
AMBER_ejm_31,0.07465475
AMBER_ejm_31,0.082124926
AMBER_ejm_31,0.08286731
AMBER_ejm_31,0.077636525
AMBER_ejm_31,0.06336472
AMBER_ejm_31,0.09079668
AMBER_ejm_31,0.07829191
AMBER_ejm_31,0.09705519
AMBER_ejm_31,0.07166598
AMBER_ejm_31,0.09860274
AMBER_ejm_31,0.09583149
AMBER_ejm_31,0.071354456
AMBER_ejm_31,0.06864325
AMBER_ejm_31,0.08834451
AMBER_ejm_31,0.08734453
AMBER_ejm_31,0.08375322
AMBER_ejm_31,0.08024821
AMBER_ejm_31,0.078050576
AMBER_ejm_31,0.07014594
AMBER_ejm_31,0.09842789
AMBER_ejm_31,0.070001975
AMBER_ejm_31,0.09527601
AMBER_ejm_31,0.092938885
AMBER_ejm_31,0.07718493
AMBER_ejm_31,0.078047335
AMBER_ejm_31,0.09866454
AMBER_ejm_31,0.10029426
AMBER_ejm_31,0.104514
AMBER_ejm_31,0.082752325
AMBER_ejm_31,0.053741448
AMBER_ejm_31,0.079538904
AMBER_ejm_31,0.06794636
AMBER_ejm_31,0.05938818
AMBER_ejm_31,0.08546073
AMBER_ejm_31,0.079963416
AMBER_ejm_31,0.09731784
AMBER_ejm_31,0.06803293
AMBER_ejm_31,0.08505402
AMBER_ejm_31,0.09626806
AMBER_ejm_31,0.09474937
AMBER_ejm_31,0.08969867
AMBER_ejm_31,0.08431852
AMBER_ejm_31,0.08397018
AMBER_ejm_31,0.09317796
AMBER_ejm_31,0.10378992
AMBER_ejm_31,0.07431586
AMBER_ejm_31,0.087730944
AMBER_ejm_31,0.091944635
AMBER_ejm_31,0.08396539
AMBER_ejm_31,0.07165746
AMBER_ejm_31,0.09065017
AMBER_ejm_31,0.096744865
AMBER_ejm_31,0.08111001
AMBER_ejm_31,0.07458746
AMBER_ejm_31,0.0759246
AMBER_ejm_31,0.092894785
AMBER_ejm_31,0.074141815
AMBER_ejm_31,0.08593282
AMBER_ejm_31,0.089571
AMBER_ejm_31,0.08159321
AMBER_ejm_31,0.09124737
AMBER_ejm_31,0.08884421
AMBER_ejm_31,0.098958604
AMBER_ejm_31,0.08252892
AMBER_ejm_31,0.09296662
AMBER_ejm_31,0.0766724
AMBER_ejm_31,0.08269703
AMBER_ejm_31,0.0918467
AMBER_ejm_31,0.091377765
AMBER_ejm_31,0.089118354
AMBER_ejm_31,0.09495423
AMBER_ejm_31,0.07207423
AMBER_ejm_31,0.09805096
AMBER_ejm_31,0.07501099
AMBER_ejm_31,0.07291267
AMBER_ejm_31,0.07038346
AMBER_ejm_31,0.08771854
AMBER_ejm_31,0.086556375
AMBER_ejm_31,0.10415567
AMBER_ejm_31,0.08454883
AMBER_ejm_31,0.09017948
AMBER_ejm_31,0.07113359
AMBER_ejm_31,0.08762557
AMBER_ejm_31,0.09358535
AMBER_ejm_31,0.08658064
AMBER_ejm_31,0.08267919
AMBER_ejm_31,0.08083728
ANI_ejm_31,0.05450764
ANI_ejm_31,0.06214422
ANI_ejm_31,0.07593519
ANI_ejm_31,0.050532095
ANI_ejm_31,0.05284672
ANI_ejm_31,0.048434388
ANI_ejm_31,0.05910775
ANI_ejm_31,0.072341055
ANI_ejm_31,0.06767255
ANI_ejm_31,0.04863487
ANI_ejm_31,0.06773572
ANI_ejm_31,0.085915476
ANI_ejm_31,0.07315954
ANI_ejm_31,0.0705034
ANI_ejm_31,0.052405283
ANI_ejm_31,0.056122083
ANI_ejm_31,0.07589004
ANI_ejm_31,0.07458206
ANI_ejm_31,0.06882514
ANI_ejm_31,0.052539323
ANI_ejm_31,0.076942265
ANI_ejm_31,0.043085113
ANI_ejm_31,0.05154259
ANI_ejm_31,0.03460171
ANI_ejm_31,0.033521138
ANI_ejm_31,0.058839917
ANI_ejm_31,0.059440598
ANI_ejm_31,0.05480182
ANI_ejm_31,0.070661314
ANI_ejm_31,0.07020136
ANI_ejm_31,0.076433174
ANI_ejm_31,0.06864586
ANI_ejm_31,0.035316527
ANI_ejm_31,0.054470997
ANI_ejm_31,0.0659487
ANI_ejm_31,0.0690644
ANI_ejm_31,0.077660516
ANI_ejm_31,0.079302125
ANI_ejm_31,0.07371369
ANI_ejm_31,0.06880609
ANI_ejm_31,0.041139327
ANI_ejm_31,0.08001204
ANI_ejm_31,0.072060995
ANI_ejm_31,0.048095703
ANI_ejm_31,0.051086098
ANI_ejm_31,0.07256544
ANI_ejm_31,0.06892207
ANI_ejm_31,0.06768906
ANI_ejm_31,0.069785796
ANI_ejm_31,0.06733746
ANI_ejm_31,0.070699476
ANI_ejm_31,0.048698865
ANI_ejm_31,0.06224892
ANI_ejm_31,0.058558643
ANI_ejm_31,0.045668002
ANI_ejm_31,0.07589574
ANI_ejm_31,0.06722451
ANI_ejm_31,0.04420058
ANI_ejm_31,0.043100674
ANI_ejm_31,0.060567543
ANI_ejm_31,0.060856916
ANI_ejm_31,0.06959614
ANI_ejm_31,0.064748146
ANI_ejm_31,0.05335883
ANI_ejm_31,0.050858658
ANI_ejm_31,0.075210765
ANI_ejm_31,0.035481118
ANI_ejm_31,0.053130183
ANI_ejm_31,0.050877407
ANI_ejm_31,0.057915386
ANI_ejm_31,0.065357454
ANI_ejm_31,0.08138035
ANI_ejm_31,0.060771648
ANI_ejm_31,0.05391032
ANI_ejm_31,0.04487076
ANI_ejm_31,0.048920505
ANI_ejm_31,0.060318794
ANI_ejm_31,0.05952677
ANI_ejm_31,0.06582477
ANI_ejm_31,0.05018619
ANI_ejm_31,0.06754008
ANI_ejm_31,0.07238224
ANI_ejm_31,0.06815613
ANI_ejm_31,0.07475887
ANI_ejm_31,0.07111536
ANI_ejm_31,0.07070095
ANI_ejm_31,0.049747508
ANI_ejm_31,0.047632456
ANI_ejm_31,0.054246213
ANI_ejm_31,0.054895278
ANI_ejm_31,0.056502864
ANI_ejm_31,0.037026163
ANI_ejm_31,0.037702143
ANI_ejm_31,0.05159576
ANI_ejm_31,0.057872143
ANI_ejm_31,0.07472976
ANI_ejm_31,0.05666903
ANI_ejm_31,0.07528047
ANI_ejm_31,0.049408477
ANI_ejm_31,0.04341415
ANI_ejm_31,0.04218196
ANI_ejm_31,0.049485024
ANI_ejm_31,0.042880576
ANI_ejm_31,0.070234895
ANI_ejm_31,0.039598223
ANI_ejm_31,0.056985267
ANI_ejm_31,0.07826754
ANI_ejm_31,0.06406447
ANI_ejm_31,0.05119216
ANI_ejm_31,0.02445614
ANI_ejm_31,0.051985044
ANI_ejm_31,0.06776035
ANI_ejm_31,0.074309245
ANI_ejm_31,0.061284404
ANI_ejm_31,0.047229066
ANI_ejm_31,0.07729239
ANI_ejm_31,0.052919418
ANI_ejm_31,0.07410563
ANI_ejm_31,0.054441717
ANI_ejm_31,0.075156465
ANI_ejm_31,0.053707052
ANI_ejm_31,0.047602415
ANI_ejm_31,0.071405396
ANI_ejm_31,0.049648263
ANI_ejm_31,0.05345732
ANI_ejm_31,0.071557574
ANI_ejm_31,0.031699758
ANI_ejm_31,0.06939093
ANI_ejm_31,0.07365363
ANI_ejm_31,0.07908894
ANI_ejm_31,0.06596091
ANI_ejm_31,0.06832798
ANI_ejm_31,0.07469546
ANI_ejm_31,0.06306512
ANI_ejm_31,0.060630247
ANI_ejm_31,0.07541871
ANI_ejm_31,0.071807645
ANI_ejm_31,0.086818516
ANI_ejm_31,0.07880657
ANI_ejm_31,0.0743832
ANI_ejm_31,0.07827477
ANI_ejm_31,0.063912876
ANI_ejm_31,0.076678425
ANI_ejm_31,0.07429139
ANI_ejm_31,0.065490924
ANI_ejm_31,0.08183829
ANI_ejm_31,0.06918555
ANI_ejm_31,0.05124046
ANI_ejm_31,0.08931944
ANI_ejm_31,0.08220092
ANI_ejm_31,0.0675211
ANI_ejm_31,0.072963335
ANI_ejm_31,0.067661315
ANI_ejm_31,0.06436915
ANI_ejm_31,0.063114956
ANI_ejm_31,0.066576794
ANI_ejm_31,0.054141726
ANI_ejm_31,0.07245488
ANI_ejm_31,0.06715176
ANI_ejm_31,0.066384256
ANI_ejm_31,0.055898607
ANI_ejm_31,0.05154259
ANI_ejm_31,0.085285485
ANI_ejm_31,0.078413054
ANI_ejm_31,0.07741568
ANI_ejm_31,0.049114455
ANI_ejm_31,0.054187395
ANI_ejm_31,0.07840355
ANI_ejm_31,0.08167407
ANI_ejm_31,0.05964031
ANI_ejm_31,0.063085906
ANI_ejm_31,0.060520288
ANI_ejm_31,0.060085136
ANI_ejm_31,0.07841324
ANI_ejm_31,0.060127035
ANI_ejm_31,0.06110738
ANI_ejm_31,0.08202525
ANI_ejm_31,0.07390528
ANI_ejm_31,0.08311796
ANI_ejm_31,0.06983446
ANI_ejm_31,0.08219222
ANI_ejm_31,0.04492088
ANI_ejm_31,0.0473337
ANI_ejm_31,0.04669728
ANI_ejm_31,0.04998686
ANI_ejm_31,0.049599618
ANI_ejm_31,0.068116106
ANI_ejm_31,0.052848693
ANI_ejm_31,0.054694038
ANI_ejm_31,0.03915623
ANI_ejm_31,0.06684506
ANI_ejm_31,0.07113966
ANI_ejm_31,0.052260354
ANI_ejm_31,0.07399717
ANI_ejm_31,0.08607541
ANI_ejm_31,0.074519105
ANI_ejm_31,0.063343085
ANI_ejm_31,0.0590404
ANI_ejm_31,0.07605715
ANI_ejm_31,0.07112625
ANI_ejm_31,0.07380622
ANI_ejm_31,0.07959359
ANI_ejm_31,0.07117652
ANI_ejm_31,0.08690463
ANI_ejm_31,0.08590542
ANI_ejm_31,0.08609515
ANI_ejm_31,0.084370814
ANI_ejm_31,0.042954877
ANI_ejm_31,0.088867694
ANI_ejm_31,0.07265738
ANI_ejm_31,0.068056144
ANI_ejm_31,0.048404228
ANI_ejm_31,0.07565445
ANI_ejm_31,0.05560755
ANI_ejm_31,0.056363977
ANI_ejm_31,0.07212279
ANI_ejm_31,0.070942916
ANI_ejm_31,0.06500929
ANI_ejm_31,0.07230129
ANI_ejm_31,0.047279205
ANI_ejm_31,0.07052601
ANI_ejm_31,0.050684027
ANI_ejm_31,0.047027975
ANI_ejm_31,0.07670077
ANI_ejm_31,0.04318495
ANI_ejm_31,0.07955333
ANI_ejm_31,0.06951602
ANI_ejm_31,0.053707607
ANI_ejm_31,0.042778984
ANI_ejm_31,0.06940854
ANI_ejm_31,0.07758737
ANI_ejm_31,0.06758794
ANI_ejm_31,0.09818597
ANI_ejm_31,0.1135826
ANI_ejm_31,0.09014824
ANI_ejm_31,0.097591534
ANI_ejm_31,0.07503423
