Ligand,RMSD (nm)
ejm_31,0.112919725
ejm_31,0.13735443
ejm_31,0.13964961
ejm_31,0.11857294
ejm_31,0.0888744
ejm_31,0.09090887
ejm_31,0.10998772
ejm_31,0.1121953
ejm_31,0.13100289
ejm_31,0.12669334
ejm_31,0.12760593
ejm_31,0.12666523
ejm_31,0.121225595
ejm_31,0.1240262
ejm_31,0.12937541
ejm_31,0.10438889
ejm_31,0.10417083
ejm_31,0.08197692
ejm_31,0.1035149
ejm_31,0.085099734
ejm_31,0.099146344
ejm_31,0.095219694
ejm_31,0.087242104
ejm_31,0.09925795
ejm_31,0.08600458
ejm_31,0.08642906
ejm_31,0.093313634
ejm_31,0.08930459
ejm_31,0.069255084
ejm_31,0.085626386
ejm_31,0.07925494
ejm_31,0.09268345
ejm_31,0.10670747
ejm_31,0.0822801
ejm_31,0.08558478
ejm_31,0.0955278
ejm_31,0.06249571
ejm_31,0.086959995
ejm_31,0.1008973
ejm_31,0.06944889
ejm_31,0.09701664
ejm_31,0.07975761
ejm_31,0.092121445
ejm_31,0.08560446
ejm_31,0.061287563
ejm_31,0.09111664
ejm_31,0.0998074
ejm_31,0.10786292
ejm_31,0.11427424
ejm_31,0.112128474
ejm_31,0.12126541
ejm_31,0.123805776
ejm_31,0.109520815
ejm_31,0.117412224
ejm_31,0.09647973
ejm_31,0.121758394
ejm_31,0.116718754
ejm_31,0.106743634
ejm_31,0.11655932
ejm_31,0.105204925
ejm_31,0.107315704
ejm_31,0.09023696
ejm_31,0.088665076
ejm_31,0.09227466
ejm_31,0.1202952
ejm_31,0.11812269
ejm_31,0.095335744
ejm_31,0.110556215
ejm_31,0.09347446
ejm_31,0.09050853
ejm_31,0.11589636
ejm_31,0.11259224
ejm_31,0.07907537
ejm_31,0.10424604
ejm_31,0.076873675
ejm_31,0.0783195
ejm_31,0.09270788
ejm_31,0.06844608
ejm_31,0.10030021
ejm_31,0.08810095
ejm_31,0.10007026
ejm_31,0.09597988
ejm_31,0.08030761
ejm_31,0.075767025
ejm_31,0.060574926
ejm_31,0.09527586
ejm_31,0.08876048
ejm_31,0.09065675
ejm_31,0.10410916
ejm_31,0.08228952
ejm_31,0.092575185
ejm_31,0.107259735
ejm_31,0.07800341
ejm_31,0.07849624
ejm_31,0.086262174
ejm_31,0.09658238
ejm_31,0.083453074
ejm_31,0.09988082
ejm_31,0.06387066
ejm_31,0.06781047
ejm_31,0.08833961
ejm_31,0.09058555
ejm_31,0.077793755
ejm_31,0.103999324
ejm_31,0.08753471
ejm_31,0.08844767
ejm_31,0.073491804
ejm_31,0.05865475
ejm_31,0.09724078
ejm_31,0.0803128
ejm_31,0.07959078
ejm_31,0.08687136
ejm_31,0.09205882
ejm_31,0.10208232
ejm_31,0.09000929
ejm_31,0.10532412
ejm_31,0.08077071
ejm_31,0.089350134
ejm_31,0.10424476
ejm_31,0.10453824
ejm_31,0.09063258
ejm_31,0.07003539
ejm_31,0.09218176
ejm_31,0.10011448
ejm_31,0.09059114
ejm_31,0.100451484
ejm_31,0.08276475
ejm_31,0.106782295
ejm_31,0.087746225
ejm_31,0.10423104
ejm_31,0.08745058
ejm_31,0.08306596
ejm_31,0.080606535
ejm_31,0.0948839
ejm_31,0.10092196
ejm_31,0.098151214
ejm_31,0.09558518
ejm_31,0.08440648
ejm_31,0.09313989
ejm_31,0.1127101
ejm_31,0.093468405
ejm_31,0.087797835
ejm_31,0.068590045
ejm_31,0.09386834
ejm_31,0.07417135
ejm_31,0.087271824
ejm_31,0.07992241
ejm_31,0.07988325
ejm_31,0.09654782
ejm_31,0.08670276
ejm_31,0.081481725
ejm_31,0.07787722
ejm_31,0.086081296
ejm_31,0.080681734
ejm_31,0.062152132
ejm_31,0.08884052
ejm_31,0.09183258
ejm_31,0.09135966
ejm_31,0.090345226
ejm_31,0.09342248
ejm_31,0.09483598
ejm_31,0.07401529
ejm_31,0.098195836
ejm_31,0.082407676
ejm_31,0.09160008
ejm_31,0.06634968
ejm_31,0.09122875
ejm_31,0.08669846
ejm_31,0.068340406
ejm_31,0.07438741
ejm_31,0.089348465
ejm_31,0.061141264
ejm_31,0.10499764
ejm_31,0.08819612
ejm_31,0.09205478
ejm_31,0.08328846
ejm_31,0.09319155
ejm_31,0.09589398
ejm_31,0.09434701
ejm_31,0.09200377
ejm_31,0.09593034
ejm_31,0.09658732
ejm_31,0.06650491
ejm_31,0.08950177
ejm_31,0.07700267
ejm_31,0.07211742
ejm_31,0.081997275
ejm_31,0.08877492
ejm_31,0.0791042
ejm_31,0.09780857
ejm_31,0.10199557
ejm_31,0.07262086
ejm_31,0.086277895
ejm_31,0.08191182
ejm_31,0.0732253
ejm_31,0.09341211
ejm_31,0.07570584
ejm_31,0.083326556
ejm_31,0.08429147
ejm_31,0.09429266
ejm_31,0.0960629
ejm_31,0.07691437
ejm_31,0.0795063
ejm_31,0.089359306
ejm_31,0.086649805
ejm_31,0.10651948
ejm_31,0.07196622
ejm_31,0.10164712
ejm_31,0.07780065
ejm_31,0.09799197
ejm_31,0.08548967
ejm_31,0.08055216
ejm_31,0.08403138
ejm_31,0.053602073
ejm_31,0.08601705
ejm_31,0.113277696
ejm_31,0.08458812
ejm_31,0.08768575
ejm_31,0.08512844
ejm_31,0.0947393
ejm_31,0.09729593
ejm_31,0.09109603
ejm_31,0.111148894
ejm_31,0.08335946
ejm_31,0.07725537
ejm_31,0.07879693
ejm_31,0.07791166
ejm_31,0.07524543
ejm_31,0.07360405
ejm_31,0.07295047
ejm_31,0.06295728
ejm_31,0.10481412
ejm_31,0.08647508
ejm_31,0.08944964
ejm_31,0.098317616
ejm_31,0.09906185
ejm_31,0.08565875
ejm_31,0.08178037
ejm_31,0.09732105
ejm_31,0.0918574
ejm_31,0.07665763
ejm_31,0.097183764
ejm_31,0.06897264
ejm_31,0.07211887
ejm_31,0.09414336
ejm_31,0.07312633
ejm_31,0.06817078
ejm_31,0.08765057
ejm_31,0.07941103
ejm_31,0.08012556
ejm_31,0.09047214
ejm_31,0.09223202
ejm_31,0.08685764
ejm_31,0.08889049
ejm_31,0.069616474
ejm_31,0.09930418
ejm_31,0.07033856
ejm_31,0.09049799
ejm_31,0.0864718
ejm_31,0.083989695
ejm_31,0.07543372
ejm_31,0.08706344
ejm_31,0.0877447
ejm_31,0.09121308
ejm_31,0.07244418
ejm_31,0.0954187
ejm_31,0.087444104
ejm_31,0.062367536
ejm_31,0.08363625
ejm_31,0.08041608
ejm_31,0.08803496
ejm_31,0.098235585
ejm_31,0.07639125
ejm_31,0.09082179
ejm_31,0.08740371
ejm_31,0.09645919
ejm_31,0.07584703
ejm_31,0.08589692
ejm_31,0.07706167
ejm_31,0.08309322
ejm_31,0.094897404
ejm_31,0.06475022
ejm_31,0.09187184
ejm_31,0.09068304
ejm_31,0.09716306
ejm_31,0.08745433
ejm_31,0.07739739
ejm_31,0.106403165
ejm_31,0.108570956
ejm_31,0.078919
ejm_31,0.081858866
ejm_31,0.106723666
ejm_31,0.07465475
ejm_31,0.082124926
ejm_31,0.08286731
ejm_31,0.077636525
ejm_31,0.06336472
ejm_31,0.09079668
ejm_31,0.07829191
ejm_31,0.09705519
ejm_31,0.07166598
ejm_31,0.09860274
ejm_31,0.09583149
ejm_31,0.071354456
ejm_31,0.06864325
ejm_31,0.08834451
ejm_31,0.08734453
ejm_31,0.08375322
ejm_31,0.08024821
ejm_31,0.078050576
ejm_31,0.07014594
ejm_31,0.09842789
ejm_31,0.070001975
ejm_31,0.09527601
ejm_31,0.092938885
ejm_31,0.07718493
ejm_31,0.078047335
ejm_31,0.09866454
ejm_31,0.10029426
ejm_31,0.104514
ejm_31,0.082752325
ejm_31,0.053741448
ejm_31,0.079538904
ejm_31,0.06794636
ejm_31,0.05938818
ejm_31,0.08546073
ejm_31,0.079963416
ejm_31,0.09731784
ejm_31,0.06803293
ejm_31,0.08505402
ejm_31,0.09626806
ejm_31,0.09474937
ejm_31,0.08969867
ejm_31,0.08431852
ejm_31,0.08397018
ejm_31,0.09317796
ejm_31,0.10378992
ejm_31,0.07431586
ejm_31,0.087730944
ejm_31,0.091944635
ejm_31,0.08396539
ejm_31,0.07165746
ejm_31,0.09065017
ejm_31,0.096744865
ejm_31,0.08111001
ejm_31,0.07458746
ejm_31,0.0759246
ejm_31,0.092894785
ejm_31,0.074141815
ejm_31,0.08593282
ejm_31,0.089571
ejm_31,0.08159321
ejm_31,0.09124737
ejm_31,0.08884421
ejm_31,0.098958604
ejm_31,0.08252892
ejm_31,0.09296662
ejm_31,0.0766724
ejm_31,0.08269703
ejm_31,0.0918467
ejm_31,0.091377765
ejm_31,0.089118354
ejm_31,0.09495423
ejm_31,0.07207423
ejm_31,0.09805096
ejm_31,0.07501099
ejm_31,0.07291267
ejm_31,0.07038346
ejm_31,0.08771854
ejm_31,0.086556375
ejm_31,0.10415567
ejm_31,0.08454883
ejm_31,0.09017948
ejm_31,0.07113359
ejm_31,0.08762557
ejm_31,0.09358535
ejm_31,0.08658064
ejm_31,0.08267919
ejm_31,0.08083728
ejm_42,0.04872422
ejm_42,0.04805867
ejm_42,0.09660088
ejm_42,0.111567974
ejm_42,0.101618424
ejm_42,0.11743765
ejm_42,0.15297711
ejm_42,0.11931032
ejm_42,0.123563305
ejm_42,0.13025843
ejm_42,0.14713185
ejm_42,0.16052654
ejm_42,0.14560759
ejm_42,0.16437659
ejm_42,0.14694645
ejm_42,0.15621032
ejm_42,0.16071357
ejm_42,0.15203598
ejm_42,0.14253694
ejm_42,0.16660061
ejm_42,0.14541556
ejm_42,0.14864351
ejm_42,0.17566736
ejm_42,0.16122842
ejm_42,0.15990391
ejm_42,0.15618739
ejm_42,0.14380881
ejm_42,0.17101224
ejm_42,0.15835178
ejm_42,0.15100205
ejm_42,0.1601355
ejm_42,0.15698218
ejm_42,0.17446135
ejm_42,0.15344343
ejm_42,0.15407005
ejm_42,0.15444487
ejm_42,0.17390649
ejm_42,0.16432668
ejm_42,0.15499848
ejm_42,0.15638152
ejm_42,0.16052756
ejm_42,0.13871962
ejm_42,0.097717896
ejm_42,0.13153902
ejm_42,0.1039894
ejm_42,0.16690055
ejm_42,0.15629123
ejm_42,0.17053062
ejm_42,0.15547642
ejm_42,0.18639718
ejm_42,0.19046846
ejm_42,0.18948628
ejm_42,0.16519657
ejm_42,0.1694784
ejm_42,0.17162156
ejm_42,0.19608997
ejm_42,0.18155795
ejm_42,0.17624427
ejm_42,0.17488775
ejm_42,0.19151968
ejm_42,0.18430306
ejm_42,0.17908806
ejm_42,0.1827752
ejm_42,0.18412061
ejm_42,0.15837827
ejm_42,0.15737648
ejm_42,0.13769917
ejm_42,0.12066727
ejm_42,0.13636054
ejm_42,0.18457408
ejm_42,0.11006092
ejm_42,0.14276443
ejm_42,0.17837648
ejm_42,0.1345
ejm_42,0.11205487
ejm_42,0.098968856
ejm_42,0.07074462
ejm_42,0.13972569
ejm_42,0.17460981
ejm_42,0.13437474
ejm_42,0.13831498
ejm_42,0.13944028
ejm_42,0.1433238
ejm_42,0.16358964
ejm_42,0.14561535
ejm_42,0.13472062
ejm_42,0.14445035
ejm_42,0.15180586
ejm_42,0.16362438
ejm_42,0.14908399
ejm_42,0.15571214
ejm_42,0.15995571
ejm_42,0.16819222
ejm_42,0.15664282
ejm_42,0.1684035
ejm_42,0.15814361
ejm_42,0.13693531
ejm_42,0.16875716
ejm_42,0.123610705
ejm_42,0.08998557
ejm_42,0.14887896
ejm_42,0.09429107
ejm_42,0.13951774
ejm_42,0.13296239
ejm_42,0.09504632
ejm_42,0.13707721
ejm_42,0.13095887
ejm_42,0.15656514
ejm_42,0.09592082
ejm_42,0.09255275
ejm_42,0.10265048
ejm_42,0.10456961
ejm_42,0.11793232
ejm_42,0.116355516
ejm_42,0.118252695
ejm_42,0.13390642
ejm_42,0.12386163
ejm_42,0.10619596
ejm_42,0.09984762
ejm_42,0.09481325
ejm_42,0.116659194
ejm_42,0.15285122
ejm_42,0.17910562
ejm_42,0.16677855
ejm_42,0.15870541
ejm_42,0.15618974
ejm_42,0.101037584
ejm_42,0.17585278
ejm_42,0.1216271
ejm_42,0.15753432
ejm_42,0.15068972
ejm_42,0.15880086
ejm_42,0.14328709
ejm_42,0.13059132
ejm_42,0.15787303
ejm_42,0.14907393
ejm_42,0.15893386
ejm_42,0.07299101
ejm_42,0.16427752
ejm_42,0.16052951
ejm_42,0.13901776
ejm_42,0.1139965
ejm_42,0.14564529
ejm_42,0.15195289
ejm_42,0.14387918
ejm_42,0.119997695
ejm_42,0.12092431
ejm_42,0.1424705
ejm_42,0.16837607
ejm_42,0.14338204
ejm_42,0.12126779
ejm_42,0.13613786
ejm_42,0.11272594
ejm_42,0.09993505
ejm_42,0.14269188
ejm_42,0.14402843
ejm_42,0.14791387
ejm_42,0.14587232
ejm_42,0.10294536
ejm_42,0.14116283
ejm_42,0.17030069
ejm_42,0.15789919
ejm_42,0.12238364
ejm_42,0.13914451
ejm_42,0.14178896
ejm_42,0.1485188
ejm_42,0.113446854
ejm_42,0.104827516
ejm_42,0.13110808
ejm_42,0.15539166
ejm_42,0.14566793
ejm_42,0.09810666
ejm_42,0.15691231
ejm_42,0.12896469
ejm_42,0.1556522
ejm_42,0.12946825
ejm_42,0.119739465
ejm_42,0.12071897
ejm_42,0.12051351
ejm_42,0.07884106
ejm_42,0.15294032
ejm_42,0.136476
ejm_42,0.13689582
ejm_42,0.15436256
ejm_42,0.14268109
ejm_42,0.14490509
ejm_42,0.13746072
ejm_42,0.11912576
ejm_42,0.12915565
ejm_42,0.15599284
ejm_42,0.117910944
ejm_42,0.13742433
ejm_42,0.1447718
ejm_42,0.12758225
ejm_42,0.13399114
ejm_42,0.1310323
ejm_42,0.15008865
ejm_42,0.14000884
ejm_42,0.15357743
ejm_42,0.14054243
ejm_42,0.13803615
ejm_42,0.1481527
ejm_42,0.14207578
ejm_42,0.15965971
ejm_42,0.15541647
ejm_42,0.1564458
ejm_42,0.14546895
ejm_42,0.123684525
ejm_42,0.15381429
ejm_42,0.13894159
ejm_42,0.14825392
ejm_42,0.13495968
ejm_42,0.1392557
ejm_42,0.14922784
ejm_42,0.14031386
ejm_42,0.14026666
ejm_42,0.15078914
ejm_42,0.16207232
ejm_42,0.131524
ejm_42,0.124087356
ejm_42,0.16225755
ejm_42,0.17384842
ejm_42,0.14303471
ejm_42,0.1289164
ejm_42,0.15545242
ejm_42,0.12786876
ejm_42,0.12332757
ejm_42,0.11630012
ejm_42,0.17709102
ejm_42,0.11874339
ejm_42,0.132781
ejm_42,0.13355444
ejm_42,0.170836
ejm_42,0.13402551
ejm_42,0.1523391
ejm_42,0.16652651
ejm_42,0.17088464
ejm_42,0.14420247
ejm_42,0.12961295
ejm_42,0.14891061
ejm_42,0.16869384
ejm_42,0.16081908
ejm_42,0.13873081
ejm_42,0.13932866
ejm_42,0.13742018
ejm_42,0.14133075
ejm_42,0.13836147
ejm_42,0.11233671
ejm_42,0.15574268
ejm_42,0.14343943
ejm_42,0.16084576
ejm_42,0.15801312
ejm_42,0.13648717
ejm_42,0.10581385
ejm_42,0.1170919
ejm_42,0.12585159
ejm_42,0.1489076
ejm_42,0.14607914
ejm_42,0.1401663
ejm_42,0.14594945
ejm_42,0.14617051
ejm_42,0.1437673
ejm_42,0.1446609
ejm_42,0.14253436
ejm_42,0.13835192
ejm_42,0.15912423
ejm_42,0.13469453
ejm_42,0.12020494
ejm_42,0.12978837
ejm_42,0.1613758
ejm_42,0.13784257
ejm_42,0.15051405
ejm_42,0.14281853
ejm_42,0.12707594
ejm_42,0.13231643
ejm_42,0.12228965
ejm_42,0.121191815
ejm_42,0.14378625
ejm_42,0.14713435
ejm_42,0.1428006
ejm_42,0.16346326
ejm_42,0.16381793
ejm_42,0.16960408
ejm_42,0.121045135
ejm_42,0.16743314
ejm_42,0.14421049
ejm_42,0.14451306
ejm_42,0.15309596
ejm_42,0.19170113
ejm_42,0.1195354
ejm_42,0.1409975
ejm_42,0.10002962
ejm_42,0.14395842
ejm_42,0.11844298
ejm_42,0.1297132
ejm_42,0.14904633
ejm_42,0.089880586
ejm_42,0.16339332
ejm_42,0.13921382
ejm_42,0.16053699
ejm_42,0.14350523
ejm_42,0.14368644
ejm_42,0.16659743
ejm_42,0.14862059
ejm_42,0.14752652
ejm_42,0.14528902
ejm_42,0.14047329
ejm_42,0.13347147
ejm_42,0.13709192
ejm_42,0.13295174
ejm_42,0.1592881
ejm_42,0.12677443
ejm_42,0.11917344
ejm_42,0.15793267
ejm_42,0.14230123
ejm_42,0.15210487
ejm_42,0.14141604
ejm_42,0.16995907
ejm_42,0.14939857
ejm_42,0.17376196
ejm_42,0.15744764
ejm_42,0.15284382
ejm_42,0.1427254
ejm_42,0.16329339
ejm_42,0.14545584
ejm_42,0.14404148
ejm_42,0.14481254
ejm_42,0.14597222
ejm_42,0.14461662
ejm_42,0.14828883
ejm_42,0.11826479
ejm_42,0.13698645
ejm_42,0.121838175
ejm_42,0.1288479
ejm_42,0.104343705
ejm_42,0.11516164
ejm_42,0.12914889
ejm_42,0.12797335
ejm_42,0.1335932
ejm_42,0.10874339
ejm_42,0.12645733
ejm_42,0.109452076
ejm_42,0.13714717
ejm_42,0.14123394
ejm_42,0.15296215
ejm_42,0.14579235
ejm_42,0.110856585
ejm_42,0.11189098
ejm_42,0.12716864
ejm_42,0.15177643
ejm_42,0.14574787
ejm_42,0.13482465
ejm_42,0.1480401
ejm_42,0.12638491
ejm_42,0.13761663
ejm_42,0.150658
ejm_42,0.13053875
ejm_42,0.1500379
ejm_42,0.14459129
ejm_42,0.13866588
ejm_42,0.15611453
ejm_42,0.14337806
ejm_42,0.12788421
ejm_42,0.14491759
ejm_42,0.14058498
ejm_42,0.11505879
ejm_42,0.1376387
ejm_42,0.15228337
ejm_42,0.13935243
ejm_42,0.12263397
ejm_42,0.1371429
ejm_42,0.13690029
ejm_42,0.13516445
ejm_42,0.11718796
ejm_42,0.12231983
ejm_42,0.14773868
ejm_42,0.12263785
ejm_42,0.1283193
ejm_42,0.091057464
ejm_42,0.12640885
ejm_42,0.11124635
ejm_42,0.11115421
ejm_42,0.14135784
ejm_42,0.1515585
ejm_42,0.1541793
ejm_42,0.1517889
ejm_42,0.15469871
ejm_42,0.14498074
ejm_42,0.13420989
ejm_42,0.14090432
ejm_42,0.15796699
ejm_42,0.13638732
ejm_42,0.14220412
ejm_42,0.1362118
ejm_42,0.17267342
ejm_42,0.14917743
ejm_42,0.09775023
ejm_42,0.109276555
ejm_42,0.11847404
ejm_42,0.13308713
ejm_42,0.15062173
ejm_42,0.16636108
ejm_42,0.15383369
ejm_42,0.11054263
ejm_42,0.1226633
ejm_42,0.11094234
ejm_42,0.1658965
ejm_42,0.14922145
ejm_42,0.13996008
ejm_42,0.15409754
ejm_42,0.14244218
ejm_42,0.107534565
ejm_42,0.1339703
ejm_42,0.13403913
ejm_42,0.13041908
ejm_42,0.15381685
ejm_42,0.14136381
ejm_42,0.16178557
ejm_42,0.14338785
ejm_42,0.15482602
ejm_42,0.12992749
ejm_42,0.13360982
ejm_42,0.15877974
ejm_42,0.14497972
ejm_42,0.159851
ejm_42,0.161748
ejm_42,0.15072697
ejm_42,0.15310752
ejm_42,0.11545985
ejm_42,0.15931554
ejm_42,0.15323026
ejm_42,0.12519266
ejm_42,0.09690827
ejm_42,0.11796917
ejm_42,0.14764616
ejm_42,0.13209021
ejm_42,0.13861233
ejm_42,0.16725208
ejm_42,0.1296615
ejm_42,0.14345852
ejm_42,0.14520845
ejm_42,0.1733309
ejm_42,0.12661152
ejm_42,0.1437111
ejm_42,0.16302904
ejm_42,0.16216978
ejm_42,0.15671553
ejm_42,0.117482536
ejm_42,0.13028875
ejm_42,0.15376805
ejm_42,0.13816904
ejm_42,0.13737208
ejm_42,0.12329078
ejm_42,0.12367428
ejm_42,0.1408167
ejm_42,0.15031424
ejm_42,0.08431999
ejm_42,0.13453484
ejm_42,0.1602362
ejm_42,0.09939441
ejm_42,0.12515184
ejm_42,0.12738807
ejm_42,0.1201995
ejm_42,0.14170861
ejm_42,0.13014677
ejm_42,0.14971302
ejm_42,0.1277916
ejm_42,0.13763742
ejm_42,0.14145958
ejm_42,0.123157434
ejm_42,0.15960449
ejm_42,0.15762207
ejm_42,0.13479656
ejm_42,0.10956728
ejm_42,0.12803741
ejm_42,0.14836773
ejm_42,0.14743894
ejm_42,0.10303637
ejm_42,0.15444136
ejm_42,0.155117
ejm_42,0.146806
ejm_42,0.15424168
ejm_42,0.1298718
ejm_42,0.12619677
ejm_42,0.13421364
ejm_42,0.13752364
ejm_42,0.15692708
ejm_42,0.12611912
ejm_42,0.11634486
ejm_42,0.13103583
ejm_42,0.14452663
ejm_42,0.11571009
ejm_42,0.12249569
ejm_42,0.14295268
ejm_42,0.14404526
ejm_42,0.1403193
ejm_42,0.14955086
ejm_42,0.152848
ejm_42,0.1521749
ejm_42,0.14264299
ejm_42,0.15304585
ejm_42,0.13649756
ejm_42,0.14290093
ejm_42,0.15263215
ejm_42,0.15864705
ejm_42,0.15963155
ejm_42,0.15411417
ejm_42,0.147862
ejm_42,0.1500469
ejm_42,0.15833853
ejm_42,0.16384146
ejm_42,0.15971039
ejm_42,0.16121979
ejm_42,0.12906416
ejm_42,0.13692954
ejm_42,0.1684767
ejm_42,0.16511136
ejm_42,0.14047097
ejm_42,0.16993566
ejm_42,0.1499785
ejm_42,0.16028516
ejm_42,0.1494292
ejm_42,0.1440986
ejm_42,0.119574256
ejm_42,0.12605105
ejm_42,0.1433981
ejm_42,0.14308614
ejm_42,0.13622649
ejm_42,0.12929828
ejm_42,0.14660403
ejm_42,0.13661169
ejm_42,0.14707156
ejm_42,0.1404216
ejm_42,0.15730834
ejm_42,0.15600654
ejm_42,0.1495638
ejm_42,0.15552224
ejm_42,0.15805106
ejm_42,0.123766564
ejm_42,0.16220851
ejm_42,0.15432256
ejm_42,0.15399912
ejm_42,0.123157986
ejm_42,0.12128059
ejm_42,0.14581656
ejm_42,0.145042
ejm_42,0.11783813
ejm_42,0.13955201
ejm_42,0.13337958
ejm_42,0.11617365
ejm_42,0.13457696
ejm_42,0.14464997
ejm_42,0.14272788
ejm_42,0.16078036
ejm_42,0.15195388
ejm_42,0.1307692
ejm_42,0.1616126
ejm_42,0.12898391
ejm_42,0.14901224
ejm_42,0.17175153
ejm_42,0.13425677
ejm_42,0.15321827
ejm_42,0.13750066
ejm_42,0.17329545
ejm_42,0.14789002
ejm_42,0.16331834
